 106 host: '1111111111111111111111111111111110111111110111111111111111111111111111111110111111101111111111111111' (0.700) =  96
 106 para: '1111111111111111111111111111111110111111111111111111111111111111111111111111100111111111111111111110' (1.000) =  96
 107 host: '1111111111111111111111111111111110111111111111111111111111111111111110111111111111101110111111111111' (0.600) =  96
 107 para: '1111111111111111111111111111111110111111111111111111111111111111101111010111111111111111111111111111' (1.000) =  96
 108 host: '1111111111111111111101111111111110111111111111111111111111111111111111111111111111101110111111111111' (0.800) =  96
 108 para: '1111101111111111111111111111111111111111111111111111111110111111111111111111111111111111011111111111' (1.000) =  97
 109 host: '1111111111111111111111111111111110111111111111111111111111111111111110111111111111101110111111111111' (1.000) =  96
 109 para: '1111111111111111111111111111111110111111111111111111111111111111111111010111111111101111111111111111' (1.000) =  96
 110 host: '1111111111111111111101111111111110111111111111111111111111111111111111111111111111101110111111111111' (0.700) =  96
 110 para: '1111111111111111111111111111111111111111111111111111111110111101111110111111111111111111011111111111' (1.000) =  96
 111 host: '1111111111111111111111111111111110111111111111111111111111111111111110111111111111101110111111111111' (0.800) =  96
 111 para: '1111111111111111111111111111111111111111111111111111111110111111111110111111111111111111011111111110' (1.000) =  96
 112 host: '1111111111111111111111111111111110111111111111111111111111111111111110111111111111101110111111111111' (0.900) =  96
 112 para: '1111111111111111111111111111111111111111111111111111111110111111111110111111111111111111011111111110' (1.000) =  96
 113 host: '1111111111111111111111111111111110111111111111111111111111111111111110111111111111101110111111111111' (1.000) =  96
 113 para: '1111101111111111111111111111111111111111111111111111111110111111111111111111111111111111011111111111' (1.000) =  97
 114 host: '1111111111111111111111111111111110111111111111111111111111111111111110111111111111101110111111111111' (0.800) =  96
 114 para: '1111101111111111111111011111111111111111111111111111111111111111111111111111111111111111011111111111' (1.000) =  97
 115 host: '1011111111111111111111111111111110111111111111111111111111111111111110111111111111111110111111111111' (0.800) =  96
 115 para: '1111101111111111111111111111111111111111111111111111111110111111111111111111111111111111011111111111' (1.000) =  97
 116 host: '1111111111111111111111111111111110111111111111111111011111111111111111111111111111111110111111111111' (1.000) =  97
 116 para: '1111101111111111111111011111111111111111111111111111111111111111111111111111111111111111011111111111' (1.000) =  97
 117 host: '1111111111111111111111111111111110111111111111111111011111111111111111111111111111111110111111111111' (0.900) =  97
 117 para: '1111101111111111111111111111111111111111111111111111111110111111111111111111111111111111011111111111' (1.000) =  97
 118 host: '1111111101111111111111111111111111111111111111111111011111111111111111111111111111111110111111111111' (0.900) =  97
 118 para: '1111111111111111111111111111111111111111111111111111111110111111111111111111111111111111011011111111' (1.000) =  97
 119 host: '1111111111111111111111111111111110111111111111111111011111111111111111111111111111111110111111111111' (0.900) =  97
 119 para: '1111111111111111111111111111111111111111111111111111111110111111111111111111111111111111011011111111' (1.000) =  97
 120 host: '1111111111111111111111111111111110111111111111111111011111111111111111111111111111111110111111111111' (1.000) =  97
 120 para: '1111101111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111' (1.000) =  98
 121 host: '1111111111111111111111111111111110111111111111111111011111111111111111111111111111111110111111111111' (0.900) =  97
 121 para: '1111111111111111111111111111110111111111111111111111111111111111111111111111111111111111010111111111' (1.000) =  97
 122 host: '1111111111111111111111111111111110111111111111111111011111111111111111111111111111111110111111111111' (0.900) =  97
 122 para: '1111111111111111111111111111110111111111111111111111111111111111111111111111111111111111011111111111' (1.000) =  98
 123 host: '1111111111111111111111111111111110111111111111111111111111111111111110111111111111111111111111111111' (0.800) =  98
 123 para: '1111111111111111111111111111111111111111111111111111111110101111111111111111111111001111111111111111' (1.000) =  96
 124 host: '1111111111111111111111111111111111111111111111111111011111111111111111111111111111111110111111111111' (1.000) =  98
 124 para: '1111111111111111111111111111111111111111111111111111111011111111111111111111111111111111011111111111' (1.000) =  98
 125 host: '1111111111111111111111111111111110111111111111111111111111111111111111111111111111111110111111111111' (1.000) =  98
 125 para: '1111111111111111111111011111111111111111111111111111111111111111111111111111111111111111011111111111' (1.000) =  98
 126 host: '1111111111111111111111111111111110111111111111111111111111111111111110111111111111111111111111011111' (0.800) =  97
 126 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111' (1.000) =  99
 127 host: '1111111111111111111111111111111110111111111111111111111111111111111111111111111111111110111111111111' (0.900) =  98
 127 para: '1111111111111111111111111111110111111111111111111111111111111111111110111111111111111111011111111111' (1.000) =  97
 128 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111' (1.000) =  99
 128 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111' (1.000) =  99
 129 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111' (1.000) =  99
 129 para: '1111111111111111111111111111111111111111111111111111111111101111111111111111111111111111011111111111' (1.000) =  98
 130 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111' (1.000) =  99
 130 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111' (1.000) =  99
 131 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111' (1.000) =  99
 131 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) = 100
 132 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111101111' (1.000) =  98
 132 para: '1111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) =  99
 133 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111' (1.000) =  99
 133 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) = 100
 134 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111' (0.800) =  99
 134 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) = 100
 135 host: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) = 100
 135 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) = 100
 136 host: '1111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111' (0.700) =  99
 136 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) = 100
 137 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111' (0.700) =  99
 137 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) = 100
 138 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111' (0.700) =  99
 138 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) = 100
 139 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111' (0.800) =  99
 139 para: '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' (1.000) = 100
 140 host: '1111111111111111111111111111111111111111111111111111111111111111111110111111111111011111111111111111' (0.500) =  98
